product_name,product_name_da,brands,categories_tags,main_category,main_category_en,labels_tags,languages_tags,countries_tags,lc,ecoscore_grade,environmental_score_grade,ecoscore_score
Kettle cooked chips,<NA>,Kettle cooked chips,"en:plant-based-foods-and-beverages,en:plant-based-foods,en:snacks,en:cereals-and-potatoes,en:salty-snacks,en:appetizers,en:chips-and-fries,en:crisps,en:potato-crisps,en:flavoured-potato-crisps,en:potato-crisps-in-sunflower-oil",en:potato-crisps-in-sunflower-oil,Potato crisps in sunflower oil,,<na>,en:denmark,<na>,,b,
Lots of nuts,<NA>,Snack foods,,,,,<na>,en:denmark,<na>,,unknown,
Jalapeno Peanuts,<NA>,Snack Foods,,,,,<na>,en:denmark,<na>,,unknown,
Jalapeno Nuts - Roasted peanuts with jalapeños,<NA>,OK Snacks a/s,"en:plant-based-foods-and-beverages,en:plant-based-foods,en:legumes-and-their-products,en:snacks,en:legumes,en:salty-snacks,en:nuts-and-their-products,en:nuts,en:roasted-nuts,en:peanuts,en:salted-nuts,en:coated-peanuts,en:roasted-peanuts,en:salted-peanuts",en:salted-peanuts,Salted peanuts,,<na>,en:denmark,<na>,,e,
XXL Peanuts,<NA>,OK Snacks a/s,"en:plant-based-foods-and-beverages,en:plant-based-foods,en:legumes-and-their-products,en:legumes,en:nuts-and-their-products,en:nuts,en:peanuts,en:peanuts-cooked-in-water-with-salt",en:peanuts-cooked-in-water-with-salt,Peanuts cooked in water with salt,,<na>,en:denmark,<na>,,e,
Chips,<NA>,B,"en:plant-based-foods-and-beverages,en:plant-based-foods,en:snacks,en:cereals-and-potatoes,en:salty-snacks,en:appetizers,en:chips-and-fries,en:crisps,en:potato-crisps",en:potato-crisps,Potato crisps,,<na>,en:denmark,<na>,,b,
Torpedorejer,<NA>,Gestus,,,,,<na>,en:denmark,<na>,,unknown,
Kakaomælk,<NA>,Gestus,,,,,<na>,en:denmark,<na>,,unknown,
Paté M Peberkorn,<NA>,Gestus,,,,,<na>,en:denmark,<na>,,unknown,
Appelsin Nektara,<NA>,First Price,,,,,<na>,en:denmark,<na>,,unknown,
Æble Nektar,<NA>,First Price,,,,,<na>,en:denmark,<na>,,unknown,
First Price Multifrugt Nektar,<NA>,First Price,,,,,<na>,en:denmark,<na>,,unknown,
Surdejs Pizzabund,<NA>,Gestus,,,,,<na>,en:denmark,<na>,,unknown,
Skagenslapper,<NA>,Gestus,,,,,<na>,en:denmark,<na>,,unknown,
Hvidløgsbrød Fuldkorn,<NA>,Gestus,,,,,<na>,en:denmark,<na>,,unknown,
Gestus Blåbær,<NA>,Polarica Sp,,,,,<na>,en:denmark,<na>,,unknown,
Carpaccio,<NA>,Gestus,,,,,<na>,en:denmark,<na>,,unknown,
Marinerede Sild,<NA>,Gestus,,,,,<na>,en:denmark,<na>,,unknown,
Gnocchi,<NA>,Gestus,,,,,<na>,en:denmark,<na>,,unknown,
Prosciutoo Pizza,<NA>,Gestus,,,,,<na>,en:denmark,<na>,,unknown,
Tomato Pesto Pizza,<NA>,Gestus,,,,,<na>,en:denmark,<na>,,unknown,
Pizza Bolognese,<NA>,Gestus,,,,,<na>,en:denmark,<na>,,unknown,
Herregårdsbøffer,<NA>,Gestus,,,,,<na>,en:denmark,<na>,,unknown,
Riskiks Med Mørk Chokolade,<NA>,Gestus,,,,,<na>,en:denmark,<na>,,unknown,
Riskiks med havsalt,<NA>,Grøn Balance Øko,,,,,<na>,en:denmark,<na>,,unknown,
Yoghurt,<NA>,First Price,,,,,<na>,en:denmark,<na>,,unknown,
Bruschetta Brød,<NA>,Gestus,,,,,<na>,en:denmark,<na>,,unknown,
Pinsa,<NA>,Gestus,,,,,<na>,en:denmark,<na>,,unknown,
Sesame Bagel,<NA>,Gestus,"en:plant-based-foods-and-beverages,en:plant-based-foods,en:cereals-and-potatoes,en:breads,en:special-breads,en:bagel-breads",en:bagel-breads,Bagel breads,,<na>,en:denmark,<na>,,a,
Crunch Four Nuts,<NA>,Gestus,,,,,<na>,en:denmark,<na>,,unknown,
Crunch Dark Chocolate,<NA>,Gestus,,,,,<na>,en:denmark,<na>,,unknown,
Revet Gratineringsost,<NA>,Gestus,,,,,<na>,en:denmark,<na>,,unknown,
revet cheddarost,<NA>,Gestus,,,,,<na>,en:denmark,<na>,,unknown,
Basmati Ris,<NA>,Grøn Balance,,,,,<na>,en:denmark,<na>,,unknown,
Jasminris,<NA>,Grøn Balance,,,,,<na>,en:denmark,<na>,,unknown,
Jyllinge Brystfilet,<NA>,Gestus,,,,,<na>,en:denmark,<na>,,unknown,
Kylling,<NA>,Gestus,,,,,<na>,en:denmark,<na>,,unknown,
Hakket Kyllingekød 7-10% Fedt,<NA>,Gestus,,,,,<na>,en:denmark,<na>,,unknown,
Øko Jordbær,<NA>,Grøn Balance,,,,,<na>,en:denmark,<na>,,unknown,
Classic Isvafler,<NA>,Gestus,,,,,<na>,en:denmark,<na>,,unknown,
Makrel I Tomat,<NA>,Gestus,,,,,<na>,en:denmark,<na>,,unknown,
Cashewsmør,<NA>,OMHU,,,,,<na>,en:denmark,<na>,,unknown,
Chicken Breast,<NA>,Spar,,,,,<na>,en:denmark,<na>,,unknown,
Røget Skinke,<NA>,Gestus,,,,,<na>,en:denmark,<na>,,unknown,
Grøn balance øko mysli,<NA>,Grøn balance,da:mysli,da:mysli,da:mysli,,<na>,en:denmark,<na>,,unknown,
Hakket oksekød 4-7%,<NA>,Gestus,,,,,<na>,en:denmark,<na>,,unknown,
Øko Æg M/L,<NA>,Grøn Balance,,,,,<na>,en:denmark,<na>,,unknown,
Koteletter Af Gris,<NA>,Gestus,,,,en:keyhole,<na>,en:denmark,<na>,,unknown,
Pork Sausage,<NA>,Grstus,,,,,<na>,en:denmark,<na>,,unknown,
"Salami, Piccante, Zucchini",<NA>,Gestus,,,,,<na>,en:denmark,<na>,,unknown,
Hotdog Brød,<NA>,Gestus,,,,,<na>,en:denmark,<na>,,unknown,
Kyllinge Bryst Fillet,<NA>,Gestus,,,,en:keyhole,<na>,en:denmark,<na>,,unknown,
Kylling,<NA>,Gestus,,,,,<na>,en:denmark,<na>,,unknown,
Minced Pig/Beef 8-12%,<NA>,Gestus,,,,,<na>,en:denmark,<na>,,unknown,
Pesto,<NA>,Gestus,,,,,<na>,en:denmark,<na>,,unknown,
Jordbær Mamelade,<NA>,Gestus,,,,,<na>,en:denmark,<na>,,unknown,
Fusilli Tricolore,<NA>,Gestus,,,,,<na>,en:denmark,<na>,,unknown,
Macaroni no7,<NA>,Gestus,,,,en:made-in-italy,<na>,en:denmark,<na>,,unknown,
farfalle,<NA>,gestus,"en:plant-based-foods-and-beverages,en:plant-based-foods,en:cereals-and-potatoes,en:cereals-and-their-products,en:pastas,fr:farfalles",fr:farfalles,Farfalle,,<na>,en:denmark,<na>,,unknown,
Tagliatelli,<NA>,Gestus,,,,,<na>,en:denmark,<na>,,unknown,
Fuldkorns mini flutes,<NA>,Gestus,,,,,<na>,en:denmark,<na>,,unknown,
Pain de mie,<NA>,Gestus,"en:plant-based-foods-and-beverages,en:plant-based-foods,en:cereals-and-potatoes,en:breads,en:sliced-breads,en:whole-wheat-bread",en:whole-wheat-bread,Whole-wheat-bread,en:keyhole,<na>,en:denmark,<na>,,b,
Club Sanwich,<NA>,Gestus,"en:plant-based-foods-and-beverages,en:plant-based-foods,en:cereals-and-potatoes,en:cereals-and-their-products,en:breads",en:breads,Breads,,<na>,en:denmark,<na>,,unknown,
Fuldkorns sandwich,<NA>,Gestus,,,,en:keyhole,<na>,en:denmark,<na>,,unknown,
Ris Basmati,<NA>,Gestus,,,,,<na>,en:denmark,<na>,,unknown,
Ris parboiled & vilde,<NA>,"Gestus, SuperGros a/s","en:plant-based-foods-and-beverages,en:plant-based-foods,en:cereals-and-potatoes,en:seeds,en:cereals-and-their-products,en:cereal-grains,en:rices,en:parboiled-rices,en:wild-rice",en:wild-rice,Wild rice,,<na>,en:denmark,<na>,,f,
Tartelet,<NA>,Gestus,,,,,<na>,en:denmark,<na>,,unknown,
Christiansfeld Rullepølse,<NA>,Gestus,,,,,<na>,en:denmark,<na>,,unknown,
Hamburgerryg,<NA>,Gestus,,,,,<na>,en:denmark,<na>,,unknown,
Røget Rullepølse,<NA>,Gestus,,,,,<na>,en:denmark,<na>,,unknown,
Vaffler Til Is,<NA>,Gestus,,,,,<na>,en:denmark,<na>,,unknown,
Øko Pesto,<NA>,Grøn Balance,,,,,<na>,en:denmark,<na>,,unknown,
Jasmin Ris,<NA>,Gestus,,,,,<na>,en:denmark,<na>,,unknown,
Flæskesvær Med Jalapenos Mande Hørm,<NA>,Gestus,,,,,<na>,en:denmark,<na>,,unknown,
Middags kødboller,<NA>,Gestus,,,,,<na>,en:denmark,<na>,,unknown,
Rød Pesto,<NA>,Øko,,,,,<na>,en:denmark,<na>,,unknown,
Peanut Butter Creamy,<NA>,gestus,"en:plant-based-foods-and-beverages,en:plant-based-foods,en:legumes-and-their-products,en:spreads,en:nuts-and-their-products,en:plant-based-spreads,en:oilseed-purees,en:legume-butters,en:nut-butters,en:peanut-butters",en:peanut-butters,Peanut butters,,<na>,en:denmark,<na>,,d,
Fiskefrikadeller (laks),<NA>,Gestus,,,,,<na>,en:denmark,<na>,,unknown,
Klassisk Biksemad,<NA>,Gestus,"en:plant-based-foods-and-beverages,en:plant-based-foods,en:cereals-and-potatoes,en:meats-and-their-products,en:meats,en:prepared-meats",en:prepared-meats,Prepared meats,da:fremstillet-i-holland,<na>,en:denmark,<na>,,unknown,
Gouda,<NA>,Gestus,"en:dairies,en:fermented-foods,en:fermented-milk-products,en:cheeses,en:cow-cheeses,en:uncooked-pressed-cheeses,en:gouda",en:gouda,Gouda,,<na>,en:denmark,<na>,,c,
Grillede Grøntslager,<NA>,Gestus,,,,,<na>,en:denmark,<na>,,unknown,
Haricots Verts,<NA>,Gestus,,,,,<na>,en:denmark,<na>,,unknown,
Ribs gelé,<NA>,Gestus,,,,,<na>,en:denmark,<na>,,unknown,
Kyllingebryst Optøet,<NA>,Gestus,,,,,<na>,en:denmark,<na>,,unknown,
Suppehorn No 63,<NA>,Gestus,,,,,<na>,en:denmark,<na>,,unknown,
Crunch Crispy Chocolate,<NA>,Gestus,,,,,<na>,en:denmark,<na>,,unknown,
Cucumber,<NA>,Gestus,"en:plant-based-foods-and-beverages,en:plant-based-foods,en:fruits-and-vegetables-based-foods,en:vegetables-based-foods,en:vegetables,en:cucumbers",en:cucumbers,Cucumbers,,<na>,en:denmark,<na>,,a-plus,
Broccoli,<NA>,Gestus,"en:plant-based-foods-and-beverages,en:plant-based-foods,en:fruits-and-vegetables-based-foods,en:vegetables-based-foods,en:vegetables,en:broccoli",en:broccoli,Broccoli,en:keyhole,<na>,en:denmark,<na>,,a-plus,
Peanuts Med Jalapepenos - Mande Hørn,<NA>,Gestus,,,,,<na>,en:denmark,<na>,,unknown,
Sour Cream 9%,<NA>,Gestus,,,,,<na>,en:denmark,<na>,,unknown,
Hvid Cheddar,<NA>,Gestus,,,,,<na>,en:denmark,<na>,,unknown,
Croutoner,<NA>,Gestus,,,,,<na>,en:denmark,<na>,,unknown,
Spaghetti,<NA>,Grøn Balance,,,,,<na>,en:denmark,<na>,,unknown,
Penne Pasta,<NA>,Grøn balance,,,,,<na>,en:denmark,<na>,,unknown,
Pasta Fusilli,<NA>,Grøn Balance,"en:plant-based-foods-and-beverages,en:plant-based-foods,en:pastas",en:pastas,Pastas,,<na>,en:denmark,<na>,,unknown,
Green Smoothie,<NA>,Gestus,,,,,<na>,en:denmark,<na>,,unknown,
Ground Chicken,<NA>,,,,,,<na>,en:denmark,<na>,,unknown,
Mango i tern,<NA>,Gestus,en:frozen-foods,en:frozen-foods,Frozen foods,,<na>,en:denmark,<na>,,unknown,
Sandwich Med Skinke Og Ost,<NA>,Quality Kitchen,,,,,<na>,en:denmark,<na>,,unknown,
"Pastasalat - Pasta Med Kylling, Kalkunbacon Og Karrydressing",<NA>,Gestus,,,,,<na>,en:denmark,<na>,,unknown,
Pastasalat,<NA>,,"en:meals,en:pasta-dishes,en:prepared-salads,en:pasta-salads",en:pasta-salads,Pasta salads,,<na>,en:denmark,<na>,,unknown,
Pasta pesto,<NA>,Gestus,,,,,<na>,en:denmark,<na>,,unknown,
"Proteinrig Kikærtesalat - Salat Med Kikærter, Kylling Og Chilihummus",<NA>,Gestus,,,,,<na>,en:denmark,<na>,,unknown,
Økologiske Citroner,<NA>,Grøn Balance,"en:plant-based-foods-and-beverages,en:plant-based-foods,en:fruits-and-vegetables-based-foods,en:fruits-based-foods,en:fruits,en:citrus,en:fresh-fruits,en:lemons,en:fresh-lemons,da:citron",da:citron,da:citron,"en:organic,en:eu-organic,en:es-eco-024-mu,en:eu-agriculture",<na>,en:denmark,<na>,,not-applicable,
Øko Danske Champignon,<NA>,Grøn Balance,"en:plant-based-foods-and-beverages,en:plant-based-foods,en:fruits-and-vegetables-based-foods,en:vegetables-based-foods,en:mushrooms-and-their-products,en:mushrooms,en:champignon-mushrooms",en:champignon-mushrooms,Champignon mushrooms,"en:organic,en:eu-organic,en:dk-øko-050",<na>,en:denmark,<na>,,a-plus,
Kyllingbrystfilet,<NA>,Gestus,,,,,<na>,en:denmark,<na>,,unknown,
Gulerodsboller,<NA>,Gestus,,,,,<na>,en:denmark,<na>,,unknown,
Øko Smoothie Fersken - Æble - Banan - Mango,<NA>,Grøn Balance,,,,,<na>,en:denmark,<na>,,unknown,
Soltørrede tomater,<NA>,,,,,,<na>,en:denmark,<na>,,unknown,
Skinkestrimler,<NA>,Gestus,,,,,<na>,en:denmark,<na>,,unknown,
Jomfru Olivenolie,<NA>,Grøn Balance,,,,,<na>,en:denmark,<na>,,unknown,
Pickled gherkins,<NA>,Gestus,"en:plant-based-foods-and-beverages,en:plant-based-foods,en:fruits-and-vegetables-based-foods,en:canned-foods,en:vegetables-based-foods,en:canned-plant-based-foods,en:pickles,en:canned-vegetables,en:plant-based-pickles,en:pickled-vegetables,en:pickled-cucumbers,en:gherkins,en:pickled-gherkins,en:agurkesalat",en:agurkesalat,Agurkesalat,,<na>,en:denmark,<na>,,unknown,
Rødkål Syltet Med Solbærsaft,<NA>,Gestus,,,,,<na>,en:denmark,<na>,,unknown,
Pansrede Schintzler Gris,<NA>,Gestus,,,,,<na>,en:denmark,<na>,,unknown,
Oksekød 14-18,<NA>,Gestus,,,,,<na>,en:denmark,<na>,,unknown,
Wienerschnitzel,<NA>,Danish Crown,,,,,<na>,en:denmark,<na>,,unknown,
Brystflæsk Af Gris I Skiver,<NA>,Gestus,,,,,<na>,en:denmark,<na>,,unknown,
Keulenskinke,<NA>,Gestus,,,,en:keyhole,<na>,en:denmark,<na>,,unknown,
Æg,<NA>,Gestus,,,,,<na>,en:denmark,<na>,,unknown,
Skrabe Æg,<NA>,Gestus,,,,,<na>,en:denmark,<na>,,unknown,
Kyllinge Cocktailpølser,<NA>,Gestus,,,,,<na>,en:denmark,<na>,,unknown,
Skinke (Honningmarineret),<NA>,,,,,,<na>,en:denmark,<na>,,unknown,
Æg,<NA>,Grøn Balance,,,,,<na>,en:denmark,<na>,,unknown,
Brunch pandekager. Bagt,<NA>,Gestus,,,,,<na>,en:denmark,<na>,,unknown,
Pepperoni,<NA>,Gestus,,,,,<na>,en:denmark,<na>,,unknown,
Rice,<NA>,Grøn Balance,,,,,<na>,en:denmark,<na>,,unknown,
Parboiled Ris,<NA>,Grøn Balance Øko,,,,"en:organic,en:eu-organic",<na>,en:denmark,<na>,,unknown,
Brune ris,<NA>,Grøn balance,,,,"en:organic,en:eu-organic",<na>,en:denmark,<na>,,unknown,
Basmati Ris,<NA>,ØKO,"en:plant-based-foods-and-beverages,en:plant-based-foods,en:cereals-and-potatoes,en:seeds,en:cereals-and-their-products,en:cereal-grains,en:rices,en:aromatic-rices,en:indica-rices,en:long-grain-rices,en:basmati-rices",en:basmati-rices,Basmati rices,"en:organic,en:eu-organic,en:pl-eko-01",<na>,en:denmark,<na>,,e,
Tranebær Drik,<NA>,Grøn Balance,,,,,<na>,en:denmark,<na>,,unknown,
Hyldeblomst Drik,<NA>,Grøn Balance,,,,,<na>,en:denmark,<na>,,unknown,
Solbær Drik,<NA>,Gestus,,,,,<na>,en:denmark,<na>,,unknown,
Pasta Carbonara,<NA>,Gestus,,,,,<na>,en:denmark,<na>,,unknown,
Æbleskiver,<NA>,Gestus,da:æbleskiver,da:æbleskiver,da:æbleskiver,,<na>,en:denmark,<na>,,unknown,
Revêt Gratinerings Ost,<NA>,Gestus,,,,,<na>,en:denmark,<na>,,unknown,
Wrap with chicken,<NA>,Quality kitchen,,,,,<na>,en:denmark,<na>,,unknown,
Wrap,<NA>,Meny,,,,,<na>,en:denmark,<na>,,unknown,
Foccacia,<NA>,Gestus,,,,,<na>,en:denmark,<na>,,unknown,
Tunstykker I Olie,<NA>,Kokkens Catering,,,,en:keyhole,<na>,en:denmark,<na>,,unknown,
